Cluster,1033 Output,Correct,Ground Truth,Accuracy
0,2940,1001.0,1221.0,0.8198198198198198
1,6603,1138.0,1413.0,0.805378627034678
2,3512,498.0,1168.0,0.4263698630136986
3,1378,1132.0,1201.0,0.9425478767693589
4,1737,243.0,891.0,0.2727272727272727
5,740,883.0,1011.0,0.8733926805143423
6,3117,191.0,854.0,0.22365339578454332
